 ;AAA;Current boundaries as at ;    ;20130111                 ; ;                         ;    ;
D;FED;BOTGADI                  ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BOUNDARY BORE            ;0862;LINGIARI                 ;Y;ATNELTYEY                ;0862;
D;FED;BP CAMP                  ;0872;LINGIARI                 ;Y;MPWETYERRE               ;0870;
D;FED;BRADSHAW STN             ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BRAITLING                ;0870;LINGIARI                 ;N;                         ;    ;
D;FED;BREMER ISLAND NORTH      ;0822;LINGIARI                 ;Y;GUTJANGAN                ;0822;
D;FED;BRIDGE CREEK STN         ;0846;LINGIARI                 ;N;                         ;    ;
D;FED;BRINGUNG                 ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BRINKIN                  ;0810;SOLOMON                  ;N;                         ;    ;
D;FED;BROADMERE STN            ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BRUNCHILLY STN           ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;BRUNETTE DOWNS STN       ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;BUBBLE BUBBLE            ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BUCHANAN DOWNS STN       ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BUCKET SPRINGS           ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BUDJANGA                 ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BUFFALO FARM             ;0886;LINGIARI                 ;N;                         ;    ;
D;FED;BUJAN                    ;0854;LINGIARI                 ;N;                         ;    ;
D;FED;BUKUDAL                  ;0880;LINGIARI                 ;N;                         ;    ;
D;FED;BULARRING                ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BULGUL                   ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BULLA                    ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BULLO RIVER STN          ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BULMAN                   ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BULUHKADURU              ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BUNDA STN                ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;BUNDATHARRI              ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BUNHANURA                ;0880;LINGIARI                 ;N;                         ;    ;
D;FED;BUNI-INWUNBULUK          ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BUNJI BUNJI STN          ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BURRAMURRA STN           ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;BURRUM                   ;0880;LINGIARI                 ;N;                         ;    ;
D;FED;BURRUMBURRU              ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;BURRUNDIE                ;0847;LINGIARI                 ;N;                         ;    ;
D;FED;BURT CREEK               ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;BURT PLAIN               ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;BURTA WURTA              ;0850;LINGIARI                 ;N;                         ;    ;
D;FED;BURUDU                   ;0860;LINGIARI                 ;N;                         ;    ;
D;FED;BUSHY PARK STN           ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;BUYMARR                  ;0880;LINGIARI                 ;N;                         ;    ;
D;FED;BYNOE                    ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BYNOE HARBOUR            ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;BYNOE HAVEN              ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CALVERT HILLS STN        ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;CAMEL CAMP               ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CAMEL'S HUMP             ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CAMFIELD STN             ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;CAMP CREEK STN           ;0845;LINGIARI                 ;N;                         ;    ;
D;FED;CAMPBELL SPRING          ;0854;LINGIARI                 ;Y;MUNYALINI                ;0854;
D;FED;CANNON HILL              ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CANTEEN CREEK            ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CAPE CRAWFORD            ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;CAPE DON                 ;0822;LINGIARI                 ;Y;MINJILANG                ;0822;
D;FED;CAPE SCOTT               ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CARMOR PLAINS STN        ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CASUARINA                ;0810;SOLOMON                  ;N;                         ;    ;
D;FED;CATTLE CREEK STN         ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CAVE CREEK STN           ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;CENTRAL MT WEDGE STN     ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CERES DOWNS STN          ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CHANNEL POINT            ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CHARLES CREEK            ;0872;LINGIARI                 ;Y;ANTHELK-EWLPAYE          ;0872;
D;FED;CHARLOTTE WATERS         ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CHILLA WELL              ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CHRISTMAS ISLAND         ;6798;LINGIARI                 ;N;                         ;    ;
D;FED;CICCONE                  ;0870;LINGIARI                 ;N;                         ;    ;
D;FED;CITY VALLEY              ;0820;SOLOMON                  ;Y;WOOLNER                  ;0820;
D;FED;CLARAVALE STN            ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;CLARENCE STN             ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;COBOURG PENINSULA        ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;COCONUT GROVE            ;0810;SOLOMON                  ;N;                         ;    ;
D;FED;COCOS ISLANDS            ;6799;LINGIARI                 ;Y;HOME ISLAND              ;6799;
D;FED;COCOS ISLANDS            ;6799;LINGIARI                 ;Y;WEST ISLAND              ;6799;
D;FED;COLLETT CREEK            ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CONDER POINT             ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CONISTON STN             ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;CONNELLAN                ;0870;LINGIARI                 ;N;                         ;    ;
D;FED;CONNELLS LAGOON          ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;COOLALINGA               ;0839;LINGIARI                 ;N;                         ;    ;
D;FED;COOLIBAH STN             ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;COOMALIE CREEK           ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;COOMALIE CREEK STN       ;0845;LINGIARI                 ;N;                         ;    ;
D;FED;COONAWARRA               ;0820;SOLOMON                  ;N;                         ;    ;
D;FED;COPPERFIELD CREEK        ;0847;LINGIARI                 ;N;                         ;    ;
D;FED;CORELLA CREEK            ;0860;LINGIARI                 ;N;                         ;    ;
D;FED;CORKWOOD BORE            ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;COSSACK                  ;0850;LINGIARI                 ;N;                         ;    ;
D;FED;COSTELLO                 ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;COW CREEK STN            ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;COW LAGOON               ;0854;LINGIARI                 ;N;                         ;    ;
D;FED;COX PENINSULA            ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;CRESSWELL DOWNS STN      ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;CROKER ISLAND            ;0822;LINGIARI                 ;Y;MINJILANG                ;0822;
D;FED;CROW DOWNS               ;0862;LINGIARI                 ;Y;HINGSTONS PLACE          ;0862;
D;FED;CULLEN BAY               ;0820;SOLOMON                  ;Y;LARRAKEYAH               ;0820;
D;FED;CURTIN SPRINGS STN       ;0872;LINGIARI                 ;N;                         ;    ;
D;FED;DAGURAGU                 ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;DALANGARR                ;0852;LINGIARI                 ;Y;GORPULYUL                ;0852;
D;FED;DALIWUY BAY              ;0880;LINGIARI                 ;N;                         ;    ;
D;FED;DALMORE DOWNS STN        ;0862;LINGIARI                 ;N;                         ;    ;
D;FED;DALY RIVER               ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;DALY RIVER COMMUNITY     ;0822;LINGIARI                 ;Y;NAUIYU                   ;0822;
D;FED;DALY WATERS              ;0852;LINGIARI                 ;N;                         ;    ;
D;FED;DAMDAM                   ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;DARRANDARRA              ;0838;LINGIARI                 ;N;                         ;    ;
D;FED;DARRANGMURMANJA          ;0822;LINGIARI                 ;N;                         ;    ;
D;FED;DARWIN                   ;0800;SOLOMON                  ;N;                         ;    ;
D;FED;DARWIN RAAF              ;0820;SOLOMON                  ;N;                         ;    ;
D;FED;DARWIN RIVER             ;0840;LINGIARI                 ;N;                         ;    ;
